timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,,smooth_accel_x,smooth_accel_y,smooth_accel_z,smooth_gyro_x,smooth_gyro_y,smooth_gyro_z,smooth_mag_x,smooth_mag_y,smooth_mag_z
7.20E+12,-0.24349976,0.035232544,9.601517,4.58E-04,-0.001098633,-0.001434326,-12.800598,18.481445,-45.487976,,-0.247145655,0.048817789,9.638288933,0.001013765,-0.001350354,-0.001067504,-12.66983177,18.40985615,-46.23843299
7.20E+12,-0.27355957,0.0630188,9.644226,-9.61E-04,-0.001098633,-6.10E-04,-12.800598,18.481445,-45.487976,,-0.260352612,0.055918294,9.641257466,2.62E-05,-0.001224493,-0.000838928,-12.73521489,18.44565057,-45.86320449
7.20E+12,-0.23661804,0.057510376,9.669128,-0.001205444,-0.001098633,-0.001205444,-12.800598,18.481445,-45.487976,,-0.248485326,0.056714335,9.655192733,-0.000589607,-0.001161563,-0.001022186,-12.76790644,18.46354779,-45.67559025
7.20E+12,-0.20614624,0.086135864,9.658569,5.19E-04,-0.001968384,-0.001434326,-12.800598,18.481445,-45.487976,,-0.227315783,0.0714251,9.656880867,-3.54E-05,-0.001564973,-0.001228256,-12.78425222,18.47249639,-45.58178312
7.20E+12,-0.22875977,0.03363037,9.697952,3.05E-05,-0.002166748,-0.001434326,-12.65564,19.195557,-48.139954,,-0.228037777,0.052527735,9.677416433,-2.44E-06,-0.001865861,-0.001331291,-12.71994611,18.8340267,-46.86086856
7.20E+12,-0.25003052,0.049850464,9.577713,-1.37E-04,-0.002166748,-0.00227356,-12.65564,19.195557,-48.139954,,-0.239034148,0.051189099,9.627564717,-6.99E-05,-0.002016304,-0.001802425,-12.68779306,19.01479185,-47.50041128
7.20E+12,-0.25863647,0.05656433,9.603912,7.93E-04,-0.002166748,-0.002502441,-12.65564,19.195557,-48.139954,,-0.248835309,0.053876715,9.615738358,0.000361785,-0.002091526,-0.002152433,-12.67171653,19.10517442,-47.82018264
7.20E+12,-0.23490906,0.07009888,9.659576,9.31E-04,-0.003143311,-5.65E-04,-12.65564,19.195557,-48.139954,,-0.241872185,0.061987797,9.637657179,0.000646286,-0.002617418,-0.001358504,-12.66367826,19.15036571,-47.98006832
7.20E+12,-0.2467804,0.0642395,9.656494,0.001922607,-0.003234863,-0.001358032,-12.693787,18.937683,-47.9599,,-0.244326292,0.063113649,9.64707559,0.001284447,-0.002926141,-0.001358268,-12.67873263,19.04402436,-47.96998416
7.20E+12,-0.23104858,0.08728027,9.672531,9.77E-04,-0.002227783,-0.001434326,-12.693787,18.937683,-47.9599,,-0.237687436,0.075196959,9.659803295,0.001130505,-0.002576962,-0.001396297,-12.68625982,18.99085368,-47.96494208
7.20E+12,-0.2263031,0.016815186,9.63739,-1.22E-04,-0.002166748,-0.001434326,-12.693787,18.937683,-47.9599,,-0.231995268,0.046006073,9.648596647,0.000504217,-0.002371855,-0.001415312,-12.69002341,18.96426834,-47.96242104
7.20E+12,-0.25424194,0.051651,9.598663,8.54E-04,-0.002166748,-0.001434326,-12.910461,17.99469,-47.221375,,-0.243118604,0.048828536,9.623629824,0.000679355,-0.002269302,-0.001424819,-12.8002422,18.47947917,-47.59189802
7.20E+12,-0.24395752,0.04408264,9.659225,-1.07E-04,-0.001144409,-3.66E-04,-12.910461,17.99469,-47.221375,,-0.243538062,0.046455588,9.641427412,0.000286272,-0.001706855,-0.000895515,-12.8553516,18.23708458,-47.40663651
7.20E+12,-0.22703552,0.109069824,9.630875,8.70E-04,-0.002227783,-3.05E-04,-12.910461,17.99469,-47.221375,,-0.235286791,0.077762706,9.636151206,0.000578011,-0.001967319,-0.000600345,-12.8829063,18.11588729,-47.31400576
7.20E+12,-0.24047852,0.07687378,9.634796,9.16E-05,-0.003234863,6.26E-04,-12.910461,17.99469,-47.221375,,-0.237882656,0.077318243,9.635473603,0.000334782,-0.002601091,1.26E-05,-12.89668365,18.05528865,-47.26769038
7.20E+12,-0.23977661,0.06652832,9.57457,0.002960205,-0.003143311,-3.66E-04,-13.171387,17.99469,-46.966553,,-0.238829633,0.071923282,9.605021801,0.001647494,-0.002872201,-0.000176789,-13.03403533,18.02498932,-47.11712169
7.20E+12,-0.21980286,0.08453369,9.6465,0.001876831,-0.002166748,-3.66E-04,-13.171387,17.99469,-46.966553,,-0.229316246,0.078228486,9.625760901,0.001762162,-0.002519474,-0.0002715,-13.10271116,18.00983966,-47.04183734
7.20E+12,-0.26298523,0.049728394,9.643509,8.54E-04,-0.002166748,-4.27E-04,-13.171387,17.99469,-46.966553,,-0.246150738,0.06397844,9.63463495,0.001308327,-0.002343111,-0.000349373,-13.13704908,18.00226483,-47.00419517
7.20E+12,-0.24058533,0.0925293,9.646622,-3.20E-04,-0.002166748,-0.001251221,-13.171387,17.99469,-46.966553,,-0.243368034,0.07825387,9.640628475,0.000493946,-0.00225493,-0.000800297,-13.15421804,17.99847742,-46.98537409
7.20E+12,-0.22221375,0.06858826,9.670563,-0.001205444,-0.001968384,-3.66E-04,-13.465881,18.482971,-46.870422,,-0.232790892,0.073421065,9.655595738,-0.000355749,-0.002111657,-0.000583254,-13.31004952,18.24072421,-46.92789804
7.20E+12,-0.2388916,0.07858276,9.643158,-0.001205444,-8.85E-04,-3.66E-04,-13.465881,18.482971,-46.870422,,-0.235841246,0.076001912,9.649376869,-0.000780597,-0.001498333,-0.000474732,-13.38796526,18.3618476,-46.89916002
7.20E+12,-0.26463318,0.036758423,9.627457,-9.61E-04,-2.90E-04,-6.10E-04,-13.465881,18.482971,-46.870422,,-0.250237213,0.056380168,9.638416934,-0.00087095,-0.000894125,-0.000542542,-13.42692313,18.4224093,-46.88479101
7.20E+12,-0.22039795,0.07318115,9.591644,-1.37E-04,-0.001098633,-0.001434326,-13.465881,18.482971,-46.870422,,-0.235317582,0.064780659,9.615030467,-0.00050414,-0.000996379,-0.000988434,-13.44640207,18.45269015,-46.87760651
